file_name,latex
102_em_35.png,"$\mathrm{M} = \left[ \begin{matrix}a_{1,1} & a_{1,2} & a_{1,3} & t_1 \\a_{2,1} & a_{2,2} & a_{2,3} & t_2 \\a_{3,1} & a_{3,2} & a_{3,3} & t_3 \\0 & 0 & 0 & 1 \end{matrix} \right]$"
102_em_36.png,$ \begin{pmatrix}0+0i  &0+0i  \\0+0i  &0+0i\end{pmatrix} $
102_em_37.png,$\begin{pmatrix}0  &0  &1  \\0  &0  &0  \\0  &0  &0\end{pmatrix}$
102_em_38.png,$\begin{pmatrix}1  &1  &4  \\3  &0  &-1 \\5  &2  &7\end{pmatrix}$
102_em_39.png,$\begin{bmatrix}-1\\0\\1\end{bmatrix}$
102_em_40.png,$ \begin{pmatrix}2  &1  \\0  &3\end{pmatrix}+\begin{pmatrix}2  &1  \\0  &3\end{pmatrix} $
102_em_41.png,$\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}2\\1\\\end{pmatrix} $
102_em_42.png,$\begin{pmatrix}1\\2\end{pmatrix}\begin{pmatrix}1&2\end{pmatrix}$
102_em_43.png,$x = \begin{pmatrix}3\\1\end{pmatrix}$
102_em_44.png,$\begin{vmatrix}2  &1  \\3  &1\end{vmatrix}=\begin{vmatrix}2  &0  \\0  &1\end{vmatrix} +\begin{vmatrix}0  &1  \\3  &0\end{vmatrix}             =(2)(1)\begin{vmatrix}1  &0  \\0  &1\end{vmatrix} +(1)(3)\begin{vmatrix}0  &1  \\1  &0\end{vmatrix}             =-1$
102_em_45.png,$\begin{bmatrix}3.569953 & 0        & 0        & 0\\0        & 2.000000 & 0        & 0\\0        & 0        & 1.120463 & 0\end{bmatrix}$
102_em_46.png,$\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1\\1\\\end{pmatrix}$
102_em_47.png,$A^{-1} = \frac{1}{-7}\begin{pmatrix}3&-5\\-2&1\end{pmatrix}$
102_em_48.png,$\begin{pmatrix}1  &3  &1  \\0  &-1 &2  \\1  &1  &0\end{pmatrix}$
102_em_49.png,$\begin{pmatrix}7   &1    &2   &2 \\1   &4    &-1  &-1\\-2   &1    &5   &-1\\1   &1    &2   &8\end{pmatrix} $
103_em_0.png,$P = a_nX^n + a_{n-1}X^{n-1}+\ldots + a_1X + a_0$
103_em_1.png,$e^v = c(1)$
103_em_10.png,"$w_k( x ) = \frac{1}{d( x , x _k)^p}$"
103_em_11.png,$T = T_{0} + \Delta T$
103_em_12.png,$(Gz)$
103_em_13.png,$m = \frac{A.k.R}{g}$
103_em_14.png,$u_n = u_p q^{n - p}$
103_em_15.png,$q = 36\pi \frac {v^2}{s^3}$
103_em_16.png,"$(p_1, \ldots, p_N)$"
103_em_17.png,$i=E( T_0)$
103_em_18.png,$B_1 = S_1(A_1)$
103_em_19.png,$q \times p$
103_em_2.png,$G(A) = E - g(F - f(A))$
103_em_20.png,"$E_1, \ldots, E_k$"
103_em_21.png,$r=M$
103_em_22.png,$B(t)-B(s)$
103_em_23.png,$\Delta x=x^{\prime}-x$
103_em_24.png,$y=s x + t$
103_em_25.png,$G M m / R^2$
103_em_26.png,$(T_{fus})$
103_em_27.png,$\frac{m+m^{\prime}}{n+n^{\prime}} \gt \frac{a}{b}$
103_em_28.png,$l=v t/2$
103_em_29.png,$\mu e \frac{N}{L^2}=R^{-1}$
103_em_3.png,$(E_{ij})$
103_em_5.png,$HR=\frac{P_{v}}{P_{v sat}}$
103_em_50.png,$\begin{pmatrix}0  &0  &0  \\1  &0  &0  \\0  &1  &0\end{pmatrix}$
103_em_51.png,$\begin{vmatrix}2  &1  \\1  &2\end{vmatrix}=3$
103_em_52.png,$ \begin{pmatrix}2  &0  &1  \\0  &6  &2  \\0  &0  &2\end{pmatrix} $
103_em_53.png,$\begin{pmatrix}1  &2  &1  \\1  &3  &1\end{pmatrix}   $
103_em_54.png,$\begin{pmatrix}0  &0  &0  &0  \\1  &0  &0  &0  \\0  &0  &0  &0  \\0  &0  &1  &0\end{pmatrix}$
103_em_55.png,$\begin{pmatrix}2  &3  \\4  &-1\end{pmatrix}$
103_em_56.png,$\begin{pmatrix}5   &-4 \\9   &-7\end{pmatrix} $
103_em_57.png,$A=\begin{pmatrix}0  &1  \\1  &0  \\0  &-1\end{pmatrix}$
103_em_58.png,$ \begin{pmatrix}2   &1  &4  \\-1   &0  &2  \\1   &0  &1\end{pmatrix}  $
103_em_59.png,$\begin{pmatrix}1  &2  &1  \\3  &6  &0  \\1  &2  &2\end{pmatrix}$
103_em_60.png,$\begin{pmatrix}5  &0  &0  &0  \\0  &2  &0  &0  \\0  &0  &2  &0  \\0  &0  &0  &3\end{pmatrix}$
103_em_61.png,$ \begin{pmatrix}1  &0  \\-2  &1\end{pmatrix}\begin{pmatrix}1  &2  \\3  &4\end{pmatrix} $
103_em_62.png,$\begin{pmatrix}1 & 1  \\0 & 0\end{pmatrix}\begin{pmatrix}-2 & 0  \\1 & 0\end{pmatrix}\begin{pmatrix}0 & 0  \\0 & 1\end{pmatrix}   $
103_em_63.png,$\begin{vmatrix}4  &1   \\2  &3\end{vmatrix}=10$
103_em_64.png,$ \begin{pmatrix}3  &0  &0  \\1  &3  &0  \\0  &0  &4\end{pmatrix} $
103_em_65.png,$   B=\begin{pmatrix}1  &-1 &3  \\1  &1  &-3 \\1  &0  &4\end{pmatrix}  $
103_em_66.png,$ \begin{pmatrix}0  &0  &0  &0  \\0  &0  &0  &0\end{pmatrix} $
103_em_67.png,$\begin{pmatrix}4   &0  &1 \\-2  &1  &0  \\-2  &0  &1\end{pmatrix}$
103_em_68.png,$ \begin{pmatrix}0  &3  \\7 &0\end{pmatrix} $
103_em_69.png,$\begin{pmatrix}1  &-2 \\0  &-2 \\1  &-1 \\4  &3\end{pmatrix}\begin{pmatrix}1  &0  \\0  &1  \\\end{pmatrix}=\begin{pmatrix}1  &-2 \\0  &-2 \\1  &-1 \\4  &3\end{pmatrix}$
103_em_7.png,$\int_{1}^{+\infty} \frac{1}{t^2} \mathrm dt$
103_em_70.png,$ \begin{vmatrix}2  &-1  \\-1 &-1\end{vmatrix}  $
103_em_71.png,$ A=\begin{pmatrix}1  &2  \\2  &3\end{pmatrix} $
103_em_72.png,$N_0=\begin{pmatrix}0  &0  \\1  &0\end{pmatrix}$
103_em_73.png,$B = \begin{pmatrix}-8&6\\-15&11\end{pmatrix}$
103_em_74.png,$\begin{pmatrix}1  &3  &0  \\0  &1  &0  \\1  &0  &1\end{pmatrix}$
103_em_8.png,$\frac{1}{\sqrt{-2gy(1+{y^{\prime}}^2)}}=k$
103_em_9.png,"$\mathrm d\left(x,y\right) = p\left(x-y\right)$"
104_em_30.png,$dg = \frac{1}{|a|} da db$
104_em_31.png,$\int \mathrm dx = x + C$
104_em_32.png,$S^{\prime}P = r^{\prime}$
104_em_33.png,$a(v^2)= a$
104_em_34.png,$|x - u| \lt \frac{a}{4}$
104_em_35.png,$q\lt-1$
104_em_36.png,$\left| x - \frac{a}{b} \right| \leq \frac{1}{\sqrt 5 b^2}$
104_em_37.png,$I_A \leq I_B \leq I_C$
104_em_38.png,$u(t)-v(t)$
104_em_39.png,$S_{max}=P\frac{\alpha}{1-\alpha}$
104_em_40.png,$\gamma_1 = \frac{\mu_3}{\sigma^3}$
104_em_42.png,$T_{850}$
104_em_43.png,$TX_i=X_{i+1}$
104_em_44.png,"$M_i(x_i,y_i)$"
104_em_45.png,$P(X)P^\prime (X)=R(X)$
104_em_47.png,$u \in S$
104_em_48.png,$P(b/c)$
104_em_49.png,"$(v_1, \ldots, v_n)$"
104_em_50.png,$To = \sqrt{\frac {2H} g}$
104_em_51.png,$S_{n+1}=S_nS_{n-1}$
104_em_52.png,$s=1$
104_em_53.png,$L_0$
104_em_54.png,$\{x P(x)\}$
104_em_55.png,$G_{2k}$
104_em_56.png,"$a_2 = \frac{P[x_0, x_1] - P[x_1, x_2]}{x0 - x2} = P[x_0, x_1, x_2]$"
104_em_57.png,$y^{\prime}(a)$
104_em_58.png,$\sigma(0)=01$
104_em_59.png,$S_n = X_1 + X_2 + \ldots + X_n$
104_em_75.png,$\begin{pmatrix}-1 &  1  \\0 &  0\end{pmatrix}\begin{pmatrix}0&  0  \\0 & 1\end{pmatrix} $
104_em_76.png,$\begin{pmatrix}2   &-2   &2   \\0   &1    &1   \\-4   &8    &3\end{pmatrix}$
104_em_77.png,$B = \begin{bmatrix}\frac{T}{t_1}\\0\\0\\0\end{bmatrix}$
104_em_78.png,$A = \begin{bmatrix}-\frac{1}{t_1} & -\frac{1}{t_1} & 0 & 0\\\frac{1}{t_2} & 0 & -\frac{1}{t_2} & 0\\0 & \frac{1}{t_3} & 0 & -\frac{1}{t_3}\\0 & 0 & \frac{1}{t_4} & -\frac{1}{t_4}\end{bmatrix}$
104_em_79.png,$\begin{pmatrix}1  &2  \\3  &4\end{pmatrix}$
104_em_80.png,$\begin{pmatrix}0  &4  &0  \\2  &0  &0  \\0  &0  &-5\end{pmatrix}=\begin{pmatrix}0  &1  &0  \\1  &0  &0  \\0  &0  &1\end{pmatrix}\begin{pmatrix}4  &0  &0  \\0  &2  &0  \\0  &0  &-5\end{pmatrix}$
104_em_81.png,$\begin{pmatrix}1  &0  &4  \\2  &1  &5\end{pmatrix}  $
104_em_82.png,$\begin{pmatrix}3  &0  \\0  &1\end{pmatrix}=\begin{pmatrix}1  &1  \\0  &-1\end{pmatrix}^{-1}\begin{pmatrix}3  &2  \\0  &1\end{pmatrix}\begin{pmatrix}1  &1  \\0  &-1\end{pmatrix}$
104_em_83.png,$ \begin{pmatrix}2  &1  \\1  &1\end{pmatrix} $
104_em_84.png,$\begin{pmatrix}2  &3  &6  \\1  &3  &8  \\-7  &1  &0\end{pmatrix}\begin{pmatrix}1  &0  &0  \\0  &1  &0  \\0  &0  &1\end{pmatrix}=\begin{pmatrix}2  &3  &6  \\1  &3  &8  \\-7  &1  &0\end{pmatrix}$
104_em_85.png,$\begin{pmatrix}5   &4    &3  \\-1   &0    &-3 \\1   &-2   &1\end{pmatrix} $
104_em_86.png,$ \begin{pmatrix}1  &2  &3  \\4  &5  &6\end{pmatrix}  $
104_em_87.png,$\begin{pmatrix}x\\y\end{pmatrix}= \begin{pmatrix}t\\t\end{pmatrix}$
104_em_88.png,$\begin{bmatrix}a & b \\c & d \\\end{bmatrix}$
104_em_89.png,$\begin{pmatrix}3&1\\2&8\\\end{pmatrix}\begin{pmatrix}1&1\\0&2\\\end{pmatrix}\begin{pmatrix}1&1\\0&1\\\end{pmatrix}\begin{pmatrix}1\\1\\\end{pmatrix}$
104_em_90.png,$\begin{pmatrix}1 & 0  \\0 & 0\end{pmatrix}\begin{pmatrix}0 & 1  \\0 & 0\end{pmatrix}\begin{pmatrix}0  &0  \\1 & 0\end{pmatrix}\begin{pmatrix}0 & 0  \\0 & 1\end{pmatrix} $
104_em_91.png,$\begin{pmatrix}-1  &2  &2  \\2  &2  &2  \\-3  &-6 &-6\end{pmatrix}$
104_em_92.png,$\begin{pmatrix}5  &2  \\3  &1\end{pmatrix}\begin{pmatrix}-1  &2   \\3  &-5\end{pmatrix} $
104_em_93.png,$\begin{pmatrix}1  &3  &-1  &5  &0  &4  \\2  &0  &1   &0  &4  &1\end{pmatrix}$
104_em_94.png,$\begin{pmatrix}2\\0\\-1\end{pmatrix}$
104_em_95.png,$x = \begin{pmatrix}u\\v\end{pmatrix}$
104_em_96.png,$ \begin{pmatrix}-1  &+1  \\0  &-3\end{pmatrix} $
104_em_97.png,$\begin{pmatrix}1\\2\end{pmatrix}\begin{pmatrix}1&2\end{pmatrix} = \begin{pmatrix}1 \times 1 & 1 \times 2 \\2 \times 1 & 2 \times 2 \\\end{pmatrix} = \begin{pmatrix}1 & 2 \\2 & 4 \\\end{pmatrix}$
104_em_98.png,$ \begin{pmatrix}2  &-3 \\1  &1\end{pmatrix}  $
104_em_99.png,$\begin{pmatrix}1\\1\end{pmatrix}$
105_alfonso.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_carlos.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_caue.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_danilo.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_david.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_edwin.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_em_60.png,$c_1(\alpha -E) + c_2(\beta) = 0$
105_em_61.png,$P_{CV} = \frac{C}{45} + (\frac{P}{40})\times 1.6$
105_em_62.png,$f^{\prime}(x) = 2ax + b$
105_em_63.png,$\frac{1}{T} \int_{-T/2}^{T/2} P(t) e^{-i \frac{2n\pi}{T}} dt=c_n(P) (1)$
105_em_64.png,$1 + a(p)p^{-s} + a(p^2)p^{-2s} + \ldots$
105_em_65.png,${\sqrt{2} = \frac{p}{q}}$
105_em_66.png,$\int_{b}^{a} f(x) \mathrm dx = -\int_{a}^{b} f(x) \mathrm dx$
105_em_68.png,$\mathrm{card}(B^A) = 2^{\mathrm{card}(A)}$
105_em_69.png,$P_1=P^\prime$
105_em_70.png,$T(g)=0$
105_em_71.png,$\mu_n = E[X^n]$
105_em_72.png,$\sigma({A}_i)$
105_em_74.png,$\alpha= 2 \sqrt { \frac {l(u)}{L}}$
105_em_75.png,$v_3 = \frac{1}{4}(-1 - \sqrt{17}+\sqrt{34+2\sqrt17}) v_4 = \frac{1}{4}(-1 - \sqrt{17}-\sqrt{34+2\sqrt17})$
105_em_76.png,$\frac{2s^2}{5t}x^5 + sx^4 + tx^3 + \frac{t^2}{2s}x^2 + \frac{t^3}{8s^2}x + a_0 = 0$
105_em_77.png,$V_i-V_o$
105_em_78.png,$sp_{t} \lt 0$
105_em_79.png,"$A = \{ a_0, \ldots , a_ {|A| } \}$"
105_em_80.png,$S^{4m+1}$
105_em_81.png,$\frac{C_{pA}^kC_{qA}^{n-k}}{C_A^n}$
105_em_82.png,$T_N = 100$
105_em_83.png,$P(r)$
105_em_84.png,"$H,H^{\prime},M$"
105_em_85.png,$t_1= \frac{L}{c + V_p}$
105_em_86.png,$A^n+\ldots+c_0I_n$
105_em_87.png,$f = \frac{\sqrt{5}}{RC}$
105_em_88.png,$M(22)$
105_em_89.png,$P_f=p_c\times (1-o_i-o_t)+o_t$
105_Fabricio.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_Frank.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_fujita.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_herbert.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_hirata.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_leissi.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_leo.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_lucelia.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_miguel.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_mijail.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_Nina.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_rosario.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
105_user0.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
106_alfonso.png,$y^4 + y + 1 = 0$
106_carlos.png,$y^4 + y + 1 = 0$
106_caue.png,$y^4 + y + 1 = 0$
106_daniel.png,$y^4 + y + 1 = 0$
106_david.png,$y^4 + y + 1 = 0$
106_edwin.png,$y^4 + y + 1 = 0$
106_em_100.png,$i.M$
106_em_101.png,$1 g = N_A u$
106_em_102.png,$H_4^{(0)} = {0xc3d2e1f0}$
106_em_103.png,"$(s_1, \ldots, s_m )$"
106_em_104.png,$z=|z|\mathrm{e}^{i\theta}$
106_em_105.png,$V.f(p) = NkT$
106_em_106.png,$\frac{1}{2{\pi}i}\int_{c-i\infty}^{c+i\infty}g(s)t^{s}=\pi(t)$
106_em_108.png,$P_{nmm}$
106_em_109.png,$p=\frac{2(N_0-N_t)}{2N_0}$
106_em_110.png,$c - w_i$
106_em_111.png,$k(p + q) = p.q - 1$
106_em_112.png,$L(v)L(u^{\prime})$
106_em_113.png,$a^{\prime} = \frac{a}{\sqrt 2}$
106_em_114.png,$\frac{(n+k-1)(n+k-2)\ldots(n+1)n}{k(k-1)\ldots 2\times 1}$
106_em_115.png,$R_d = R_f$
106_em_116.png,$(n+1)P_{n+1}(x)=(2n+1)xP_{n}(x) - nP_{n-1}(x)$
106_em_117.png,$\log 2 (4)$
106_em_118.png,$s = \frac{1}{2} + it$
106_em_119.png,$Ext$
106_em_90.png,$ a = \frac {v^2}{R}$
106_em_91.png,$y\times y^{\prime}-x\times x^{\prime}\geq 0$
106_em_93.png,$AB^2 + AC^2 = \frac {1 }{ 2} BC^2 + 2AI^2$
106_em_94.png,$4\pi^2aR$
106_em_95.png,$F(t) = {e}^{ht}$
106_em_96.png,$I_{1} = I_{1_{mi}} + \frac{V_e}{L_1} t$
106_em_97.png,$P^iP_i = m^2 c^2 \frac{V^iV_i}{(\sqrt{V^jV_j} )^2} = m^2c^2$
106_em_99.png,$P_o ( \cos \theta ) = 1$
106_fabio.png,$y^4 + y + 1 = 0$
106_Fabricio.png,$y^4 + y + 1 = 0$
106_Frank.png,$y^4 + y + 1 = 0$
106_fujita.png,$y^4 + y + 1 = 0$
106_herbert.png,$y^4 + y + 1 = 0$
106_jorge.png,$y^4 + y + 1 = 0$
106_leissi.png,$y^4 + y + 1 = 0$
106_leo.png,$y^4 + y + 1 = 0$
106_miguel.png,$y^4 + y + 1 = 0$
106_Nina.png,$y^4 + y + 1 = 0$
106_rosario.png,$y^4 + y + 1 = 0$
106_user0.png,$y^4 + y + 1 = 0$
107_alfonso.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_bruno.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_carlos.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_caue.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_daniel.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_david.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_edwin.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_Fabricio.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_Frank.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_herbert.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_hirata.png,$a^2 + b^2 = (a+bi)(a-bi)$
107_jorge.png,$a^2 + b^2 = (a+bi)(a-bi)$
